image_path,class
/home/lia/Documentos/Git/See_Urchin/database/regular/img/1.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/2.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/3.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/4.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/5.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/6.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/7.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/8.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/9.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/10.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/11.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/12.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/13.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/14.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/15.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/16.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/17.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/18.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/19.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/20.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/21.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/22.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/23.png,0
/home/lia/Documentos/Git/See_Urchin/database/regular/img/e1.png,1
/home/lia/Documentos/Git/See_Urchin/database/regular/img/e2.png,1
/home/lia/Documentos/Git/See_Urchin/database/regular/img/e3.png,1
/home/lia/Documentos/Git/See_Urchin/database/regular/img/e4.png,1
/home/lia/Documentos/Git/See_Urchin/database/regular/img/e5.png,1
/home/lia/Documentos/Git/See_Urchin/database/regular/img/e6.png,1
/home/lia/Documentos/Git/See_Urchin/database/regular/img/e7.png,1
/home/lia/Documentos/Git/See_Urchin/database/regular/img/e8.png,1
/home/lia/Documentos/Git/See_Urchin/database/regular/img/e9.png,1
/home/lia/Documentos/Git/See_Urchin/database/regular/img/e10.png,1
/home/lia/Documentos/Git/See_Urchin/database/regular/img/e11.png,1
/home/lia/Documentos/Git/See_Urchin/database/regular/img/e12.png,1
/home/lia/Documentos/Git/See_Urchin/database/regular/img/e13.png,1
/home/lia/Documentos/Git/See_Urchin/database/regular/img/e14.png,1
/home/lia/Documentos/Git/See_Urchin/database/regular/img/e15.png,1
/home/lia/Documentos/Git/See_Urchin/database/regular/img/e16.png,1
/home/lia/Documentos/Git/See_Urchin/database/regular/img/e17.png,1
/home/lia/Documentos/Git/See_Urchin/database/regular/img/e18.png,1
/home/lia/Documentos/Git/See_Urchin/database/regular/img/e19.png,1
