image_path,class
/home/lia/Documentos/Git/Charrid/database/grayscale/img/0.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/1.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/2.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/3.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/4.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/5.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/6.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/7.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/8.png,1
/home/lia/Documentos/Git/Charrid/database/grayscale/img/9.png,1
/home/lia/Documentos/Git/Charrid/database/grayscale/img/10.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/11.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/12.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/13.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/14.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/15.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/16.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/17.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/18.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/19.png,1
/home/lia/Documentos/Git/Charrid/database/grayscale/img/20.png,1
/home/lia/Documentos/Git/Charrid/database/grayscale/img/22.png,1
/home/lia/Documentos/Git/Charrid/database/grayscale/img/23.png,1
/home/lia/Documentos/Git/Charrid/database/grayscale/img/24.png,1
/home/lia/Documentos/Git/Charrid/database/grayscale/img/25.png,1
/home/lia/Documentos/Git/Charrid/database/grayscale/img/26.png,1
/home/lia/Documentos/Git/Charrid/database/grayscale/img/27.png,1
/home/lia/Documentos/Git/Charrid/database/grayscale/img/29.png,1
/home/lia/Documentos/Git/Charrid/database/grayscale/img/30.png,1
/home/lia/Documentos/Git/Charrid/database/grayscale/img/31.png,1
/home/lia/Documentos/Git/Charrid/database/grayscale/img/32.png,1
/home/lia/Documentos/Git/Charrid/database/grayscale/img/33.png,1
/home/lia/Documentos/Git/Charrid/database/grayscale/img/34.png,1
/home/lia/Documentos/Git/Charrid/database/grayscale/img/35.png,1
/home/lia/Documentos/Git/Charrid/database/grayscale/img/36.png,1
/home/lia/Documentos/Git/Charrid/database/grayscale/img/37.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/38.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/39.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/40.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/41.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/42.png,0
/home/lia/Documentos/Git/Charrid/database/grayscale/img/43.png,0
